0 SMA641_000698
0 SMA641_000699
0 SMA641_000700
5 SMA641_000705
5 SMA641_000706
6 SMA641_000666
6 SMA641_000667
6 SMA641_000668
6 SMA641_000669
6 SMA641_000670
12 SMA641_000676
12 SMA641_000677
16 SMA641_000681
16 SMA641_000682
16 SMA641_000683
17 SMA641_000684
17 SMA641_000685
17 SMA641_000686
17 SMA641_000687
19 SMA641_000689
19 SMA641_000690
19 SMA641_000691
19 SMA641_000692
19 SMA641_000693
19 SMA641_000694
21 SMA641_000696
21 SMA641_000697
24 SMA641_000665
24 SMA641_000654
26 SMA641_000656
26 SMA641_000657
26 SMA641_000658
28 SMA641_000660
28 SMA641_000661
28 SMA641_000662
33 SMA641_000711
33 SMA641_000712
34 SMA641_000713
34 SMA641_000714
34 SMA641_000715
34 SMA641_000716
37 SMA641_000719
37 SMA641_000720
47 SMA641_000730
47 SMA641_000731
49 SMA641_000733
49 SMA641_000734
54 SMA641_000739
54 SMA641_000740
55 SMA641_006755
55 SMA641_006756
55 SMA641_006757
55 SMA641_006758
68 SMA641_001448
68 SMA641_001449
68 SMA641_001450
68 SMA641_001451
69 SMA641_001452
69 SMA641_001453
69 SMA641_001454
70 SMA641_001455
70 SMA641_001456
73 SMA641_001459
73 SMA641_000142
73 SMA641_000143
73 SMA641_000144
75 SMA641_000146
75 SMA641_000147
75 SMA641_000148
75 SMA641_000149
77 SMA641_000151
77 SMA641_000152
77 SMA641_000153
77 SMA641_000154
77 SMA641_000155
92 SMA641_000132
92 SMA641_000133
94 SMA641_000135
94 SMA641_000136
94 SMA641_000137
94 SMA641_000138
94 SMA641_000139
97 SMA641_001293
97 SMA641_001294
99 SMA641_001296
99 SMA641_001297
99 SMA641_001298
99 SMA641_001299
99 SMA641_001300
99 SMA641_001301
100 SMA641_001302
100 SMA641_001303
100 SMA641_000001
102 SMA641_000003
102 SMA641_000004
102 SMA641_000005
102 SMA641_000006
102 SMA641_000007
102 SMA641_000008
104 SMA641_000030
104 SMA641_000031
105 SMA641_000032
105 SMA641_000033
107 SMA641_000035
107 SMA641_000036
113 SMA641_000014
113 SMA641_000015
116 SMA641_000018
116 SMA641_000019
116 SMA641_000020
116 SMA641_000021
116 SMA641_000022
117 SMA641_000023
117 SMA641_000024
120 SMA641_000027
120 SMA641_000028
120 SMA641_000029
120 SMA641_000040
120 SMA641_000041
124 SMA641_000045
124 SMA641_000046
129 SMA641_000051
129 SMA641_000052
132 SMA641_000055
132 SMA641_000056
133 SMA641_000057
133 SMA641_000058
134 SMA641_000059
134 SMA641_000060
134 SMA641_000061
134 SMA641_000062
139 SMA641_000067
139 SMA641_000068
139 SMA641_000069
139 SMA641_000070
139 SMA641_000071
143 SMA641_000075
143 SMA641_000076
143 SMA641_000077
148 SMA641_000082
148 SMA641_000083
150 SMA641_000085
150 SMA641_000086
150 SMA641_000087
154 SMA641_000091
154 SMA641_000092
155 SMA641_000038
155 SMA641_000039
158 SMA641_000106
158 SMA641_000107
161 SMA641_000110
161 SMA641_000111
161 SMA641_000112
167 SMA641_000093
167 SMA641_000094
167 SMA641_000095
170 SMA641_000098
170 SMA641_000099
171 SMA641_000100
171 SMA641_000101
171 SMA641_000102
171 SMA641_000103
173 SMA641_003680
173 SMA641_003681
175 SMA641_003683
175 SMA641_003684
179 SMA641_003653
179 SMA641_003654
179 SMA641_003655
181 SMA641_003657
181 SMA641_003658
181 SMA641_003659
181 SMA641_003660
181 SMA641_003661
181 SMA641_003662
181 SMA641_003663
181 SMA641_003664
183 SMA641_003666
183 SMA641_003667
184 SMA641_003668
184 SMA641_003669
184 SMA641_003670
189 SMA641_003675
189 SMA641_003676
189 SMA641_003677
194 SMA641_003705
194 SMA641_003706
197 SMA641_003688
197 SMA641_003689
197 SMA641_003690
197 SMA641_003691
199 SMA641_003693
199 SMA641_003694
199 SMA641_003695
199 SMA641_003696
201 SMA641_003698
201 SMA641_003699
201 SMA641_003700
201 SMA641_003701
201 SMA641_005760
201 SMA641_005761
201 SMA641_005762
201 SMA641_005763
202 SMA641_005764
202 SMA641_005765
202 SMA641_005766
204 SMA641_005768
204 SMA641_005769
208 SMA641_005773
208 SMA641_005774
211 SMA641_005777
211 SMA641_005778
213 SMA641_005780
213 SMA641_005781
214 SMA641_005782
214 SMA641_005783
218 SMA641_003707
218 SMA641_003708
221 SMA641_003711
221 SMA641_003712
232 SMA641_003723
232 SMA641_003724
235 SMA641_005789
235 SMA641_005790
235 SMA641_005791
235 SMA641_005792
242 SMA641_006673
242 SMA641_006674
244 SMA641_006676
244 SMA641_006677
247 SMA641_006680
247 SMA641_006681
255 SMA641_006689
255 SMA641_006690
255 SMA641_006691
257 SMA641_006693
257 SMA641_006694
257 SMA641_006695
257 SMA641_006696
257 SMA641_006697
258 SMA641_006698
258 SMA641_006699
258 SMA641_006700
258 SMA641_006701
258 SMA641_006702
258 SMA641_006703
261 SMA641_006706
261 SMA641_006707
262 SMA641_006708
262 SMA641_006709
264 SMA641_006711
264 SMA641_006712
264 SMA641_006713
265 SMA641_006714
265 SMA641_006715
266 SMA641_006716
266 SMA641_006717
270 SMA641_006721
270 SMA641_006722
272 SMA641_006724
272 SMA641_006725
274 SMA641_006727
274 SMA641_006728
274 SMA641_006729
275 SMA641_006730
275 SMA641_006731
275 SMA641_006732
275 SMA641_006733
275 SMA641_006734
276 SMA641_006735
276 SMA641_006736
278 SMA641_005744
278 SMA641_005745
280 SMA641_005747
280 SMA641_005748
289 SMA641_006616
289 SMA641_006617
291 SMA641_006619
291 SMA641_006620
291 SMA641_006621
291 SMA641_006622
295 SMA641_006626
295 SMA641_006627
295 SMA641_006628
296 SMA641_006629
296 SMA641_006630
296 SMA641_006631
296 SMA641_006632
301 SMA641_006637
301 SMA641_006638
301 SMA641_006639
303 SMA641_006641
303 SMA641_006642
308 SMA641_006647
308 SMA641_006648
308 SMA641_006649
313 SMA641_006654
313 SMA641_006655
314 SMA641_006656
314 SMA641_006657
318 SMA641_005754
318 SMA641_005755
318 SMA641_005756
320 SMA641_005758
320 SMA641_005759
322 SMA641_006561
322 SMA641_006562
323 SMA641_006563
323 SMA641_006564
324 SMA641_006565
324 SMA641_006566
339 SMA641_006581
339 SMA641_006582
341 SMA641_006584
341 SMA641_006585
341 SMA641_006586
341 SMA641_006587
342 SMA641_006588
342 SMA641_006589
342 SMA641_006590
346 SMA641_006594
346 SMA641_006595
358 SMA641_006607
358 SMA641_006608
358 SMA641_006609
361 SMA641_002292
361 SMA641_002293
375 SMA641_002232
375 SMA641_002233
380 SMA641_002238
380 SMA641_002239
381 SMA641_002240
381 SMA641_002241
381 SMA641_002242
381 SMA641_002243
381 SMA641_002244
381 SMA641_002245
381 SMA641_002246
381 SMA641_002247
381 SMA641_002248
382 SMA641_002249
382 SMA641_002250
382 SMA641_002251
383 SMA641_002252
383 SMA641_002253
384 SMA641_002254
384 SMA641_002255
385 SMA641_002256
385 SMA641_002257
387 SMA641_002259
387 SMA641_002260
387 SMA641_002261
388 SMA641_002262
388 SMA641_002263
388 SMA641_002264
388 SMA641_002265
388 SMA641_002266
394 SMA641_002272
394 SMA641_002273
394 SMA641_002274
395 SMA641_002275
395 SMA641_002276
401 SMA641_002282
401 SMA641_002283
401 SMA641_002284
403 SMA641_002286
403 SMA641_002287
403 SMA641_002288
403 SMA641_002289
404 SMA641_002122
404 SMA641_002123
413 SMA641_002132
413 SMA641_002133
421 SMA641_002141
421 SMA641_002142
423 SMA641_002144
423 SMA641_002145
423 SMA641_002146
430 SMA641_002027
430 SMA641_002028
431 SMA641_002029
431 SMA641_002030
431 SMA641_002031
431 SMA641_002032
431 SMA641_002033
433 SMA641_002035
433 SMA641_002036
433 SMA641_002037
433 SMA641_002038
433 SMA641_002039
433 SMA641_002040
434 SMA641_002041
434 SMA641_002042
434 SMA641_002043
438 SMA641_002047
438 SMA641_002048
440 SMA641_002050
440 SMA641_002051
440 SMA641_002052
442 SMA641_002054
442 SMA641_002055
443 SMA641_002056
443 SMA641_002057
447 SMA641_002061
447 SMA641_002062
448 SMA641_002063
448 SMA641_002064
448 SMA641_002065
450 SMA641_002067
450 SMA641_002068
450 SMA641_002069
450 SMA641_002070
450 SMA641_002071
452 SMA641_002073
452 SMA641_002074
452 SMA641_002075
455 SMA641_002078
455 SMA641_002079
456 SMA641_002080
456 SMA641_002081
456 SMA641_002082
457 SMA641_002083
457 SMA641_002084
457 SMA641_002085
457 SMA641_002086
457 SMA641_002087
459 SMA641_002089
459 SMA641_002090
462 SMA641_002093
462 SMA641_002094
465 SMA641_002097
465 SMA641_002098
465 SMA641_002099
467 SMA641_002101
467 SMA641_002102
472 SMA641_002107
472 SMA641_002108
472 SMA641_002109
472 SMA641_002110
472 SMA641_002111
477 SMA641_002116
477 SMA641_002117
479 SMA641_002119
479 SMA641_002120
479 SMA641_002121
481 SMA641_002155
481 SMA641_002156
481 SMA641_002157
481 SMA641_002158
482 SMA641_002159
482 SMA641_002160
482 SMA641_002161
482 SMA641_002162
487 SMA641_002186
487 SMA641_002187
489 SMA641_002189
489 SMA641_002190
489 SMA641_002191
489 SMA641_002192
489 SMA641_002193
489 SMA641_002194
489 SMA641_002195
489 SMA641_002196
490 SMA641_002197
490 SMA641_002198
490 SMA641_002199
490 SMA641_002200
491 SMA641_002201
491 SMA641_002202
494 SMA641_002205
494 SMA641_002206
495 SMA641_002207
495 SMA641_002208
499 SMA641_002212
499 SMA641_002213
502 SMA641_002216
502 SMA641_002217
511 SMA641_002169
511 SMA641_002170
515 SMA641_002174
515 SMA641_002175
515 SMA641_002176
517 SMA641_002178
517 SMA641_002179
517 SMA641_002180
523 SMA641_002226
523 SMA641_002227
529 SMA641_002223
529 SMA641_002224
529 SMA641_002225
530 SMA641_008377
530 SMA641_008378
530 SMA641_008379
531 SMA641_008367
531 SMA641_008368
531 SMA641_008369
531 SMA641_008370
532 SMA641_008371
532 SMA641_008372
533 SMA641_008373
533 SMA641_008374
533 SMA641_008375
533 SMA641_008376
534 SMA641_008343
534 SMA641_008344
535 SMA641_008342
535 SMA641_008321
537 SMA641_008323
537 SMA641_008324
541 SMA641_008328
541 SMA641_008329
541 SMA641_008330
542 SMA641_008331
542 SMA641_008332
542 SMA641_008333
542 SMA641_008334
542 SMA641_008335
544 SMA641_008337
544 SMA641_008338
544 SMA641_008339
544 SMA641_008340
546 SMA641_008319
546 SMA641_008320
549 SMA641_008357
549 SMA641_008358
549 SMA641_008359
549 SMA641_008360
554 SMA641_008365
554 SMA641_008366
555 SMA641_008349
555 SMA641_008350
555 SMA641_008351
557 SMA641_008353
557 SMA641_008354
559 SMA641_008345
559 SMA641_008346
562 SMA641_004482
562 SMA641_004483
562 SMA641_004484
562 SMA641_004485
562 SMA641_004486
568 SMA641_004492
568 SMA641_004493
568 SMA641_004494
568 SMA641_004495
572 SMA641_004499
572 SMA641_004500
572 SMA641_004501
572 SMA641_004502
572 SMA641_004503
572 SMA641_004504
572 SMA641_004505
574 SMA641_004507
574 SMA641_004508
574 SMA641_004509
579 SMA641_004514
579 SMA641_004515
581 SMA641_004517
581 SMA641_004518
585 SMA641_004522
585 SMA641_004523
585 SMA641_004524
586 SMA641_004525
586 SMA641_004526
588 SMA641_004528
588 SMA641_004529
590 SMA641_004531
590 SMA641_004532
591 SMA641_004533
591 SMA641_004534
591 SMA641_004535
591 SMA641_004536
591 SMA641_004537
592 SMA641_004538
592 SMA641_004539
592 SMA641_004540
592 SMA641_004541
592 SMA641_004542
592 SMA641_004543
592 SMA641_004544
595 SMA641_004547
595 SMA641_004548
596 SMA641_004549
596 SMA641_004550
596 SMA641_004551
598 SMA641_004553
598 SMA641_004554
599 SMA641_004438
599 SMA641_004439
600 SMA641_004440
600 SMA641_004441
600 SMA641_004442
601 SMA641_004443
601 SMA641_004444
601 SMA641_004445
601 SMA641_004446
601 SMA641_004447
601 SMA641_004448
601 SMA641_004449
601 SMA641_004450
601 SMA641_004451
602 SMA641_004452
602 SMA641_004453
602 SMA641_004454
602 SMA641_004455
602 SMA641_004456
605 SMA641_004459
605 SMA641_004460
606 SMA641_004461
606 SMA641_004462
609 SMA641_004465
609 SMA641_004466
613 SMA641_004470
613 SMA641_004471
613 SMA641_004472
613 SMA641_004473
613 SMA641_004474
613 SMA641_004475
613 SMA641_004476
613 SMA641_004477
615 SMA641_004479
615 SMA641_004480
616 SMA641_004555
616 SMA641_004556
618 SMA641_004558
618 SMA641_004559
618 SMA641_004560
619 SMA641_004561
619 SMA641_004562
619 SMA641_004563
620 SMA641_004564
620 SMA641_004565
623 SMA641_004568
623 SMA641_004569
626 SMA641_004572
626 SMA641_004573
626 SMA641_004574
626 SMA641_004575
627 SMA641_004576
627 SMA641_004577
628 SMA641_004578
628 SMA641_004579
628 SMA641_004580
635 SMA641_004587
635 SMA641_004588
635 SMA641_004589
635 SMA641_004590
639 SMA641_004594
639 SMA641_004595
641 SMA641_004597
641 SMA641_004598
646 SMA641_004603
646 SMA641_004604
646 SMA641_004605
646 SMA641_004606
648 SMA641_004608
648 SMA641_004609
650 SMA641_004611
650 SMA641_004612
651 SMA641_004613
651 SMA641_004614
652 SMA641_004615
652 SMA641_004616
652 SMA641_004617
652 SMA641_004618
657 SMA641_004623
657 SMA641_004624
657 SMA641_004625
657 SMA641_004626
657 SMA641_004627
659 SMA641_004629
659 SMA641_004630
662 SMA641_004633
