#Regulator	locus_tag	replicon	locus_tag	replicon	type
AglR	M268v1_1750064	Chrs	M268v1_1750065	Chrs	regulated
AglR	M268v1_1750064	Chrs	M268v1_1750066	Chrs	operon
AglR	M268v1_1750064	Chrs	M268v1_1750067	Chrs	operon
AglR	M268v1_1750064	Chrs	M268v1_1750068	Chrs	operon
AglR	M268v1_1750064	Chrs	M268v1_300015	Chrs	regulated
AglR	M268v1_1750064	Chrs	M268v1_830079	Chrs	regulated
AglR	M268v1_1750064	Chrs	M268v1_830080	Chrs	operon
AglR	M268v1_1750064	Chrs	M268v1_830081	Chrs	operon
AglR	M268v1_1750064	Chrs	M268v1_830082	Chrs	operon
AglR	M268v1_1750064	Chrs	M268v1_psym2100008	pSymA	regulated
BetI	M268v1_2730019	Chrs	M268v1_1930039	pSymB	regulated
BetI	M268v1_2730019	Chrs	M268v1_1930040	pSymB	operon
BetI	M268v1_2730019	Chrs	M268v1_1930041	pSymB	operon
BetI	M268v1_2730019	Chrs	M268v1_2730020	Chrs	regulated
ChpR	M268v1_pld1820028	pSymB	M268v1_pld1820029	pSymB	regulated
ChvI	M268v1_580015	Chrs	M268v1_2950002	Chrs	regulated
ChvI	M268v1_580015	Chrs	M268v1_2950003	Chrs	operon
ExpG	M268v1_pld1130098	pSymB	M268v1_pld1130099	pSymB	regulated
ExpG	M268v1_pld1130098	pSymB	M268v1_pld1130100	pSymB	operon
FixK1	M268v1_psym3300004	pSymA	M268v1_2180010	UnMapped	regulated
FixK1	M268v1_psym3300004	pSymA	M268v1_2780006	Chrs	regulated
FixK1	M268v1_psym3300004	pSymA	M268v1_2780007	Chrs	regulated
FixK1	M268v1_psym3300004	pSymA	M268v1_2780009	Chrs	operon
FixK1	M268v1_psym3300004	pSymA	M268v1_2780010	Chrs	operon
FixK1	M268v1_psym3300004	pSymA	M268v1_2780011	Chrs	operon
FixK1	M268v1_psym3300004	pSymA	M268v1_2780012	Chrs	operon
FixK1	M268v1_psym3300004	pSymA	M268v1_3070004	Chrs	regulated
FixK1	M268v1_psym3300004	pSymA	M268v1_3070005	Chrs	regulated
FixK1	M268v1_psym3300004	pSymA	M268v1_psym1110004	pSymA	regulated
FixK1	M268v1_psym3300004	pSymA	M268v1_psym1110005	pSymA	operon
FixK1	M268v1_psym3300004	pSymA	M268v1_psym1110006	pSymA	operon
FixK1	M268v1_psym3300004	pSymA	M268v1_psym3300003	pSymA	regulated
FixK1	M268v1_psym3300004	pSymA	M268v1_psym3300006	pSymA	regulated
FixK1	M268v1_psym3300004	pSymA	M268v1_psym3300007	pSymA	operon
FixK1	M268v1_psym3300004	pSymA	M268v1_psym3300008	pSymA	operon
FixK1	M268v1_psym3300004	pSymA	M268v1_psym3390002	pSymA	regulated
FixK1	M268v1_psym3300004	pSymA	M268v1_psym900012	pSymA	regulated
FixK1	M268v1_psym1110003	pSymA	M268v1_2180010	UnMapped	regulated
FixK1	M268v1_psym1110003	pSymA	M268v1_2780006	Chrs	regulated
FixK1	M268v1_psym1110003	pSymA	M268v1_2780007	Chrs	regulated
FixK1	M268v1_psym1110003	pSymA	M268v1_2780009	Chrs	operon
FixK1	M268v1_psym1110003	pSymA	M268v1_2780010	Chrs	operon
FixK1	M268v1_psym1110003	pSymA	M268v1_2780011	Chrs	operon
FixK1	M268v1_psym1110003	pSymA	M268v1_2780012	Chrs	operon
FixK1	M268v1_psym1110003	pSymA	M268v1_3070004	Chrs	regulated
FixK1	M268v1_psym1110003	pSymA	M268v1_3070005	Chrs	regulated
FixK1	M268v1_psym1110003	pSymA	M268v1_psym1110004	pSymA	regulated
FixK1	M268v1_psym1110003	pSymA	M268v1_psym1110005	pSymA	operon
FixK1	M268v1_psym1110003	pSymA	M268v1_psym1110006	pSymA	operon
FixK1	M268v1_psym1110003	pSymA	M268v1_psym3300003	pSymA	regulated
FixK1	M268v1_psym1110003	pSymA	M268v1_psym3300004	pSymA	operon
FixK1	M268v1_psym1110003	pSymA	M268v1_psym3300006	pSymA	regulated
FixK1	M268v1_psym1110003	pSymA	M268v1_psym3300007	pSymA	operon
FixK1	M268v1_psym1110003	pSymA	M268v1_psym3300008	pSymA	operon
FixK1	M268v1_psym1110003	pSymA	M268v1_psym3390002	pSymA	regulated
FixK1	M268v1_psym1110003	pSymA	M268v1_psym900012	pSymA	regulated
