#Regulator	locus_tag	replicon	locus_tag	replicon	type
AglR	N6B7v1_660080	Chrs	N6B7v1_1650046	Chrs	regulated
AglR	N6B7v1_660080	Chrs	N6B7v1_1940115	Chrs	regulated
AglR	N6B7v1_660080	Chrs	N6B7v1_390021	Chrs	regulated
AglR	N6B7v1_660080	Chrs	N6B7v1_390022	Chrs	operon
AglR	N6B7v1_660080	Chrs	N6B7v1_660081	Chrs	regulated
AglR	N6B7v1_660080	Chrs	N6B7v1_660082	Chrs	operon
AglR	N6B7v1_660080	Chrs	N6B7v1_660083	Chrs	operon
AglR	N6B7v1_660080	Chrs	N6B7v1_660084	Chrs	operon
BetI	N6B7v1_2170019	Chrs	N6B7v1_2170020	Chrs	regulated
BetI	N6B7v1_2170019	Chrs	N6B7v1_790015	pSymB	regulated
BetI	N6B7v1_2170019	Chrs	N6B7v1_790016	pSymB	operon
BetI	N6B7v1_2170019	Chrs	N6B7v1_790017	pSymB	operon
ChpR	N6B7v1_pld440037	pSymB	N6B7v1_pld440036	pSymB	regulated
ChvI	N6B7v1_320015	Chrs	N6B7v1_220023	Chrs	regulated
ChvI	N6B7v1_320015	Chrs	N6B7v1_220024	Chrs	operon
DctD	N6B7v1_pld2100090	pSymB	N6B7v1_pld2100092	pSymB	regulated
DctD	N6B7v1_pld2100090	pSymB	N6B7v1_psym880029	pSymA	regulated
ExpG	N6B7v1_pld250098	pSymB	N6B7v1_pld250099	pSymB	regulated
ExpG	N6B7v1_pld250098	pSymB	N6B7v1_pld250100	pSymB	operon
ExpG	N6B7v1_pld250098	pSymB	N6B7v1_psym1140093	pSymA	regulated
ExpG	N6B7v1_pld250098	pSymB	N6B7v1_psym1140094	pSymA	regulated
FixJ	N6B7v1_psym420108	pSymA	N6B7v1_psym420109	pSymA	regulated
FixK1	N6B7v1_psym890013	pSymA	N6B7v1_2160016	Chrs	regulated
FixK1	N6B7v1_psym890013	pSymA	N6B7v1_2160017	Chrs	regulated
FixK1	N6B7v1_psym890013	pSymA	N6B7v1_2160018	Chrs	operon
FixK1	N6B7v1_psym890013	pSymA	N6B7v1_2160019	Chrs	operon
FixK1	N6B7v1_psym890013	pSymA	N6B7v1_2160020	Chrs	operon
FixK1	N6B7v1_psym890013	pSymA	N6B7v1_80006	UnMapped	regulated
FixK1	N6B7v1_psym890013	pSymA	N6B7v1_860004	pSymA	regulated
FixK1	N6B7v1_psym890013	pSymA	N6B7v1_860005	pSymA	operon
FixK1	N6B7v1_psym890013	pSymA	N6B7v1_860006	pSymA	operon
FixK1	N6B7v1_psym890013	pSymA	N6B7v1_860007	pSymA	operon
FixK1	N6B7v1_psym890013	pSymA	N6B7v1_860018	pSymA	regulated
FixK1	N6B7v1_psym890013	pSymA	N6B7v1_860019	pSymA	regulated
FixK1	N6B7v1_psym890013	pSymA	N6B7v1_pld1990040	pSymA	regulated
FixK1	N6B7v1_psym890013	pSymA	N6B7v1_pld1990041	pSymA	regulated
FixK1	N6B7v1_psym890013	pSymA	N6B7v1_pld2260006	UnMapped	regulated
FixK1	N6B7v1_psym890013	pSymA	N6B7v1_pld2260007	UnMapped	regulated
FixK1	N6B7v1_psym890013	pSymA	N6B7v1_psym420077	pSymA	regulated
FixK1	N6B7v1_psym890013	pSymA	N6B7v1_psym420078	pSymA	regulated
FixK1	N6B7v1_psym890013	pSymA	N6B7v1_psym420079	pSymA	operon
FixK1	N6B7v1_psym890013	pSymA	N6B7v1_psym420080	pSymA	operon
FixK1	N6B7v1_psym890013	pSymA	N6B7v1_psym420081	pSymA	operon
FixK1	N6B7v1_psym890013	pSymA	N6B7v1_psym420082	pSymA	operon
FixK1	N6B7v1_psym890013	pSymA	N6B7v1_psym420083	pSymA	operon
FixK1	N6B7v1_psym890013	pSymA	N6B7v1_psym420109	pSymA	regulated
FixK1	N6B7v1_psym890013	pSymA	N6B7v1_psym590098	pSymA	regulated
FixK1	N6B7v1_psym890013	pSymA	N6B7v1_psym590099	pSymA	regulated
FixK1	N6B7v1_psym890013	pSymA	N6B7v1_psym840081	pSymA	regulated
FixK1	N6B7v1_psym890013	pSymA	N6B7v1_psym840082	pSymA	regulated
FixK1	N6B7v1_pld1200002	UnMapped	N6B7v1_2160016	Chrs	regulated
FixK1	N6B7v1_pld1200002	UnMapped	N6B7v1_2160017	Chrs	regulated
FixK1	N6B7v1_pld1200002	UnMapped	N6B7v1_2160018	Chrs	operon
FixK1	N6B7v1_pld1200002	UnMapped	N6B7v1_2160019	Chrs	operon
FixK1	N6B7v1_pld1200002	UnMapped	N6B7v1_2160020	Chrs	operon
FixK1	N6B7v1_pld1200002	UnMapped	N6B7v1_80006	UnMapped	regulated
FixK1	N6B7v1_pld1200002	UnMapped	N6B7v1_860004	pSymA	regulated
FixK1	N6B7v1_pld1200002	UnMapped	N6B7v1_860005	pSymA	operon
FixK1	N6B7v1_pld1200002	UnMapped	N6B7v1_860006	pSymA	operon
FixK1	N6B7v1_pld1200002	UnMapped	N6B7v1_860007	pSymA	operon
FixK1	N6B7v1_pld1200002	UnMapped	N6B7v1_860018	pSymA	regulated
FixK1	N6B7v1_pld1200002	UnMapped	N6B7v1_860019	pSymA	regulated
FixK1	N6B7v1_pld1200002	UnMapped	N6B7v1_pld1990040	pSymA	regulated
FixK1	N6B7v1_pld1200002	UnMapped	N6B7v1_pld1990041	pSymA	regulated
FixK1	N6B7v1_pld1200002	UnMapped	N6B7v1_pld2260006	UnMapped	regulated
FixK1	N6B7v1_pld1200002	UnMapped	N6B7v1_pld2260007	UnMapped	regulated
FixK1	N6B7v1_pld1200002	UnMapped	N6B7v1_psym420077	pSymA	regulated
FixK1	N6B7v1_pld1200002	UnMapped	N6B7v1_psym420078	pSymA	regulated
FixK1	N6B7v1_pld1200002	UnMapped	N6B7v1_psym420079	pSymA	operon
FixK1	N6B7v1_pld1200002	UnMapped	N6B7v1_psym420080	pSymA	operon
FixK1	N6B7v1_pld1200002	UnMapped	N6B7v1_psym420081	pSymA	operon
FixK1	N6B7v1_pld1200002	UnMapped	N6B7v1_psym420082	pSymA	operon
FixK1	N6B7v1_pld1200002	UnMapped	N6B7v1_psym420083	pSymA	operon
FixK1	N6B7v1_pld1200002	UnMapped	N6B7v1_psym420109	pSymA	regulated
FixK1	N6B7v1_pld1200002	UnMapped	N6B7v1_psym590098	pSymA	regulated
FixK1	N6B7v1_pld1200002	UnMapped	N6B7v1_psym590099	pSymA	regulated
FixK1	N6B7v1_pld1200002	UnMapped	N6B7v1_psym840081	pSymA	regulated
