#Regulator	locus_tag	replicon	locus_tag	replicon	type
AglR	KH46Bv1_1350015	Chrs	KH46Bv1_1350012	Chrs	regulated
AglR	KH46Bv1_1350015	Chrs	KH46Bv1_1350013	Chrs	regulated
AglR	KH46Bv1_1350015	Chrs	KH46Bv1_1630023	Chrs	regulated
AglR	KH46Bv1_1350015	Chrs	KH46Bv1_220044	Chrs	regulated
AglR	KH46Bv1_1350015	Chrs	KH46Bv1_220045	Chrs	operon
AglR	KH46Bv1_1350015	Chrs	KH46Bv1_psym670065	pSymA	regulated
AglR	KH46Bv1_1350015	Chrs	KH46Bv1_psym670066	pSymA	regulated
BetI	KH46Bv1_1490086	Chrs	KH46Bv1_1490087	Chrs	regulated
ChpR	KH46Bv1_pld410039	pSymB	KH46Bv1_pld410038	pSymB	regulated
ChvI	KH46Bv1_1570005	Chrs	KH46Bv1_1570006	Chrs	operon
ChvI	KH46Bv1_1570005	Chrs	KH46Bv1_1570007	Chrs	operon
ChvI	KH46Bv1_1570005	Chrs	KH46Bv1_740086	Chrs	regulated
ChvI	KH46Bv1_1570005	Chrs	KH46Bv1_740087	Chrs	operon
ExpG	KH46Bv1_pld1590094	pSymB	KH46Bv1_pld1590095	pSymB	regulated
ExpG	KH46Bv1_pld1590094	pSymB	KH46Bv1_pld1590096	pSymB	operon
ExpG	KH46Bv1_pld1590094	pSymB	KH46Bv1_psym350148	pSymA	regulated
ExpG	KH46Bv1_pld1590094	pSymB	KH46Bv1_psym350149	pSymA	regulated
ExpG	KH46Bv1_pld1590094	pSymB	KH46Bv1_psym350150	pSymA	operon
ExpG	KH46Bv1_pld1590094	pSymB	KH46Bv1_psym350151	pSymA	operon
FixJ	KH46Bv1_psym1670003	pSymA	KH46Bv1_psym1670004	pSymA	operon
FixK1	KH46Bv1_psym1420005	pSymA	KH46Bv1_1490032	Chrs	regulated
FixK1	KH46Bv1_psym1420005	pSymA	KH46Bv1_1490033	Chrs	regulated
FixK1	KH46Bv1_psym1420005	pSymA	KH46Bv1_1490034	Chrs	operon
FixK1	KH46Bv1_psym1420005	pSymA	KH46Bv1_1490035	Chrs	operon
FixK1	KH46Bv1_psym1420005	pSymA	KH46Bv1_1490036	Chrs	operon
FixK1	KH46Bv1_psym1420005	pSymA	KH46Bv1_1490037	Chrs	operon
FixK1	KH46Bv1_psym1420005	pSymA	KH46Bv1_1490038	Chrs	operon
FixK1	KH46Bv1_psym1420005	pSymA	KH46Bv1_1490039	Chrs	operon
FixK1	KH46Bv1_psym1420005	pSymA	KH46Bv1_1490040	Chrs	operon
FixK1	KH46Bv1_psym1420005	pSymA	KH46Bv1_390041	Chrs	regulated
FixK1	KH46Bv1_psym1420005	pSymA	KH46Bv1_390042	Chrs	operon
FixK1	KH46Bv1_psym1420005	pSymA	KH46Bv1_430027	pSymB	regulated
FixK1	KH46Bv1_psym1420005	pSymA	KH46Bv1_430028	pSymB	regulated
FixK1	KH46Bv1_psym1420005	pSymA	KH46Bv1_560014	UnMapped	regulated
FixK1	KH46Bv1_psym1420005	pSymA	KH46Bv1_560015	UnMapped	regulated
FixK1	KH46Bv1_psym1420005	pSymA	KH46Bv1_790001	Chrs	regulated
FixK1	KH46Bv1_psym1420005	pSymA	KH46Bv1_790002	Chrs	regulated
FixK1	KH46Bv1_psym1420005	pSymA	KH46Bv1_790003	Chrs	operon
FixK1	KH46Bv1_psym1420005	pSymA	KH46Bv1_790004	Chrs	operon
FixK1	KH46Bv1_psym1420005	pSymA	KH46Bv1_790005	Chrs	operon
FixK1	KH46Bv1_psym1420005	pSymA	KH46Bv1_pld640004	UnMapped	regulated
FixK1	KH46Bv1_psym1420005	pSymA	KH46Bv1_pld640005	UnMapped	regulated
FixK1	KH46Bv1_psym1420005	pSymA	KH46Bv1_psym1540010	pSymA	regulated
FixK1	KH46Bv1_psym1420005	pSymA	KH46Bv1_psym1670002	pSymA	regulated
FixK1	KH46Bv1_psym1420005	pSymA	KH46Bv1_psym1670003	pSymA	operon
FixK1	KH46Bv1_psym1420005	pSymA	KH46Bv1_psym1670004	pSymA	operon
FixK1	KH46Bv1_psym1420005	pSymA	KH46Bv1_psym470024	pSymA	regulated
FixK1	KH46Bv1_psym1420005	pSymA	KH46Bv1_psym470025	pSymA	regulated
FixK1	KH46Bv1_psym1420005	pSymA	KH46Bv1_psym650063	pSymA	regulated
FixK1	KH46Bv1_psym1670001	UnMapped	KH46Bv1_1490032	Chrs	regulated
FixK1	KH46Bv1_psym1670001	UnMapped	KH46Bv1_1490033	Chrs	regulated
FixK1	KH46Bv1_psym1670001	UnMapped	KH46Bv1_1490034	Chrs	operon
FixK1	KH46Bv1_psym1670001	UnMapped	KH46Bv1_1490035	Chrs	operon
FixK1	KH46Bv1_psym1670001	UnMapped	KH46Bv1_1490036	Chrs	operon
FixK1	KH46Bv1_psym1670001	UnMapped	KH46Bv1_1490037	Chrs	operon
FixK1	KH46Bv1_psym1670001	UnMapped	KH46Bv1_1490038	Chrs	operon
FixK1	KH46Bv1_psym1670001	UnMapped	KH46Bv1_1490039	Chrs	operon
FixK1	KH46Bv1_psym1670001	UnMapped	KH46Bv1_1490040	Chrs	operon
FixK1	KH46Bv1_psym1670001	UnMapped	KH46Bv1_390041	Chrs	regulated
FixK1	KH46Bv1_psym1670001	UnMapped	KH46Bv1_390042	Chrs	operon
FixK1	KH46Bv1_psym1670001	UnMapped	KH46Bv1_430027	pSymB	regulated
FixK1	KH46Bv1_psym1670001	UnMapped	KH46Bv1_430028	pSymB	regulated
FixK1	KH46Bv1_psym1670001	UnMapped	KH46Bv1_560014	UnMapped	regulated
FixK1	KH46Bv1_psym1670001	UnMapped	KH46Bv1_560015	UnMapped	regulated
FixK1	KH46Bv1_psym1670001	UnMapped	KH46Bv1_790001	Chrs	regulated
FixK1	KH46Bv1_psym1670001	UnMapped	KH46Bv1_790002	Chrs	regulated
FixK1	KH46Bv1_psym1670001	UnMapped	KH46Bv1_790003	Chrs	operon
FixK1	KH46Bv1_psym1670001	UnMapped	KH46Bv1_790004	Chrs	operon
FixK1	KH46Bv1_psym1670001	UnMapped	KH46Bv1_790005	Chrs	operon
FixK1	KH46Bv1_psym1670001	UnMapped	KH46Bv1_pld640004	UnMapped	regulated
