#Regulator	locus_tag	replicon	locus_tag	replicon	type
AglR	SinAK58DRAFT_5236	Chrs	SinAK58DRAFT_1321	pSymB	regulated
AglR	SinAK58DRAFT_5236	Chrs	SinAK58DRAFT_1322	pSymB	regulated
AglR	SinAK58DRAFT_5236	Chrs	SinAK58DRAFT_2165	UnMapped	regulated
AglR	SinAK58DRAFT_5236	Chrs	SinAK58DRAFT_2166	UnMapped	operon
AglR	SinAK58DRAFT_5236	Chrs	SinAK58DRAFT_4704	Chrs	regulated
AglR	SinAK58DRAFT_5236	Chrs	SinAK58DRAFT_4705	Chrs	operon
AglR	SinAK58DRAFT_5236	Chrs	SinAK58DRAFT_4706	Chrs	operon
AglR	SinAK58DRAFT_5236	Chrs	SinAK58DRAFT_5235	Chrs	regulated
AglR	SinAK58DRAFT_5236	Chrs	SinAK58DRAFT_6300	Chrs	regulated
AglR	SinAK58DRAFT_5236	Chrs	SinAK58DRAFT_6301	Chrs	operon
AglR	SinAK58DRAFT_5236	Chrs	SinAK58DRAFT_6302	Chrs	operon
AglR	SinAK58DRAFT_5236	Chrs	SinAK58DRAFT_6303	Chrs	operon
AglR	SinAK58DRAFT_5236	Chrs	SinAK58DRAFT_6823	pSymA	regulated
AglR	SinAK58DRAFT_5236	Chrs	SinAK58DRAFT_6824	pSymA	regulated
BetI	SinAK58DRAFT_4089	Chrs	SinAK58DRAFT_0015	pSymB	regulated
BetI	SinAK58DRAFT_4089	Chrs	SinAK58DRAFT_4090	Chrs	regulated
ChpR	SinAK58DRAFT_0785	pSymB	SinAK58DRAFT_0786	pSymB	regulated
ChpR	SinAK58DRAFT_0785	pSymB	SinAK58DRAFT_0787	pSymB	operon
ChvI	SinAK58DRAFT_1894	UnMapped	SinAK58DRAFT_5655	Chrs	regulated
ChvI	SinAK58DRAFT_1894	UnMapped	SinAK58DRAFT_5656	Chrs	operon
DctD	SinAK58DRAFT_0673	pSymB	SinAK58DRAFT_0675	pSymB	regulated
DctD	SinAK58DRAFT_0673	pSymB	SinAK58DRAFT_2342	UnMapped	regulated
ExpG	SinAK58DRAFT_1290	pSymB	SinAK58DRAFT_1291	pSymB	regulated
ExpG	SinAK58DRAFT_1290	pSymB	SinAK58DRAFT_1292	pSymB	operon
ExpG	SinAK58DRAFT_1290	pSymB	SinAK58DRAFT_1293	pSymB	operon
ExpG	SinAK58DRAFT_1290	pSymB	SinAK58DRAFT_3220	UnMapped	regulated
ExpG	SinAK58DRAFT_1290	pSymB	SinAK58DRAFT_3221	UnMapped	regulated
ExpG	SinAK58DRAFT_1290	pSymB	SinAK58DRAFT_3222	UnMapped	operon
ExpG	SinAK58DRAFT_1290	pSymB	SinAK58DRAFT_3223	UnMapped	operon
FixK1	SinAK58DRAFT_2989	UnMapped	SinAK58DRAFT_2806	UnMapped	regulated
FixK1	SinAK58DRAFT_2989	UnMapped	SinAK58DRAFT_2977	UnMapped	regulated
FixK1	SinAK58DRAFT_2989	UnMapped	SinAK58DRAFT_2987	UnMapped	regulated
FixK1	SinAK58DRAFT_2989	UnMapped	SinAK58DRAFT_2990	UnMapped	regulated
FixK1	SinAK58DRAFT_2989	UnMapped	SinAK58DRAFT_3879	Chrs	regulated
FixK1	SinAK58DRAFT_2989	UnMapped	SinAK58DRAFT_3880	Chrs	regulated
FixK1	SinAK58DRAFT_2989	UnMapped	SinAK58DRAFT_4038	Chrs	regulated
FixK1	SinAK58DRAFT_2989	UnMapped	SinAK58DRAFT_4039	Chrs	regulated
FixK1	SinAK58DRAFT_2989	UnMapped	SinAK58DRAFT_4040	Chrs	operon
FixK1	SinAK58DRAFT_2989	UnMapped	SinAK58DRAFT_4041	Chrs	operon
FixK1	SinAK58DRAFT_2989	UnMapped	SinAK58DRAFT_4042	Chrs	operon
FixK1	SinAK58DRAFT_2989	UnMapped	SinAK58DRAFT_4043	Chrs	operon
FixK1	SinAK58DRAFT_2989	UnMapped	SinAK58DRAFT_4044	Chrs	operon
FixK1	SinAK58DRAFT_2989	UnMapped	SinAK58DRAFT_6570	UnMapped	regulated
FixK1	SinAK58DRAFT_2989	UnMapped	SinAK58DRAFT_6644	UnMapped	regulated
FixK1	SinAK58DRAFT_2989	UnMapped	SinAK58DRAFT_6934	pSymA	regulated
FixK1	SinAK58DRAFT_2989	UnMapped	SinAK58DRAFT_7011	pSymA	regulated
FixK1	SinAK58DRAFT_2804	UnMapped	SinAK58DRAFT_2806	UnMapped	regulated
FixK1	SinAK58DRAFT_2804	UnMapped	SinAK58DRAFT_2977	UnMapped	regulated
FixK1	SinAK58DRAFT_2804	UnMapped	SinAK58DRAFT_2987	UnMapped	regulated
FixK1	SinAK58DRAFT_2804	UnMapped	SinAK58DRAFT_2990	UnMapped	regulated
FixK1	SinAK58DRAFT_2804	UnMapped	SinAK58DRAFT_3879	Chrs	regulated
FixK1	SinAK58DRAFT_2804	UnMapped	SinAK58DRAFT_3880	Chrs	regulated
FixK1	SinAK58DRAFT_2804	UnMapped	SinAK58DRAFT_4038	Chrs	regulated
FixK1	SinAK58DRAFT_2804	UnMapped	SinAK58DRAFT_4039	Chrs	regulated
FixK1	SinAK58DRAFT_2804	UnMapped	SinAK58DRAFT_4040	Chrs	operon
FixK1	SinAK58DRAFT_2804	UnMapped	SinAK58DRAFT_4041	Chrs	operon
FixK1	SinAK58DRAFT_2804	UnMapped	SinAK58DRAFT_4042	Chrs	operon
FixK1	SinAK58DRAFT_2804	UnMapped	SinAK58DRAFT_4043	Chrs	operon
FixK1	SinAK58DRAFT_2804	UnMapped	SinAK58DRAFT_4044	Chrs	operon
FixK1	SinAK58DRAFT_2804	UnMapped	SinAK58DRAFT_6570	UnMapped	regulated
FixK1	SinAK58DRAFT_2804	UnMapped	SinAK58DRAFT_6644	UnMapped	regulated
FixK1	SinAK58DRAFT_2804	UnMapped	SinAK58DRAFT_6934	pSymA	regulated
FixK1	SinAK58DRAFT_2804	UnMapped	SinAK58DRAFT_7011	pSymA	regulated
Fur	SinAK58DRAFT_6434	Chrs	SinAK58DRAFT_6435	Chrs	regulated
Fur	SinAK58DRAFT_6434	Chrs	SinAK58DRAFT_6436	Chrs	operon
Fur	SinAK58DRAFT_6434	Chrs	SinAK58DRAFT_6437	Chrs	operon
Fur	SinAK58DRAFT_6434	Chrs	SinAK58DRAFT_6438	Chrs	operon
GlnBK	SinAK58DRAFT_4831	Chrs	SinAK58DRAFT_1160	pSymB	regulated
GlnBK	SinAK58DRAFT_4831	Chrs	SinAK58DRAFT_2069	UnMapped	regulated
GlnBK	SinAK58DRAFT_4831	Chrs	SinAK58DRAFT_2070	UnMapped	regulated
GlnBK	SinAK58DRAFT_4831	Chrs	SinAK58DRAFT_2071	UnMapped	operon
GlnBK	SinAK58DRAFT_4831	Chrs	SinAK58DRAFT_2072	UnMapped	operon
