#Regulator	locus_tag	replicon	locus_tag	replicon	type
AglR	HM007SM10v1_820027	Chrs	HM007SM10v1_10008	Chrs	regulated
AglR	HM007SM10v1_820027	Chrs	HM007SM10v1_1240043	Chrs	regulated
AglR	HM007SM10v1_820027	Chrs	HM007SM10v1_1650036	Chrs	regulated
AglR	HM007SM10v1_820027	Chrs	HM007SM10v1_820026	Chrs	regulated
AglR	HM007SM10v1_820027	Chrs	HM007SM10v1_psym950025	pSymA	regulated
AglR	HM007SM10v1_820027	Chrs	HM007SM10v1_psym950026	pSymA	regulated
BetI	HM007SM10v1_2140037	Chrs	HM007SM10v1_2140036	Chrs	regulated
BetI	HM007SM10v1_2140037	Chrs	HM007SM10v1_pld2030029	pSymB	regulated
BetI	HM007SM10v1_2140037	Chrs	HM007SM10v1_pld2030030	pSymB	operon
BetI	HM007SM10v1_2140037	Chrs	HM007SM10v1_pld2030031	pSymB	operon
ChpR	HM007SM10v1_pld410064	pSymB	HM007SM10v1_pld410065	pSymB	regulated
ChvI	HM007SM10v1_1090005	Chrs	HM007SM10v1_1090006	Chrs	operon
ChvI	HM007SM10v1_1090005	Chrs	HM007SM10v1_1090007	Chrs	operon
ChvI	HM007SM10v1_1090005	Chrs	HM007SM10v1_1290014	Chrs	regulated
ChvI	HM007SM10v1_1090005	Chrs	HM007SM10v1_1290015	Chrs	operon
DctD	HM007SM10v1_pld390055	pSymB	HM007SM10v1_psym950029	pSymA	regulated
ExpG	HM007SM10v1_pld1170088	pSymB	HM007SM10v1_pld1170089	pSymB	regulated
ExpG	HM007SM10v1_pld1170088	pSymB	HM007SM10v1_pld1170090	pSymB	operon
FixJ	HM007SM10v1_psym1700006	pSymA	HM007SM10v1_850088	Chrs	regulated
FixJ	HM007SM10v1_psym1700006	pSymA	HM007SM10v1_psym1700007	pSymA	operon
FixK1	HM007SM10v1_psym1700004	pSymA	HM007SM10v1_1400010	pSymA	regulated
FixK1	HM007SM10v1_psym1700004	pSymA	HM007SM10v1_1480014	pSymA	regulated
FixK1	HM007SM10v1_psym1700004	pSymA	HM007SM10v1_2120002	Chrs	regulated
FixK1	HM007SM10v1_psym1700004	pSymA	HM007SM10v1_540016	Chrs	regulated
FixK1	HM007SM10v1_psym1700004	pSymA	HM007SM10v1_540017	Chrs	regulated
FixK1	HM007SM10v1_psym1700004	pSymA	HM007SM10v1_850088	Chrs	regulated
FixK1	HM007SM10v1_psym1700004	pSymA	HM007SM10v1_pld290066	pSymA	regulated
FixK1	HM007SM10v1_psym1700004	pSymA	HM007SM10v1_psym1700005	pSymA	regulated
FixK1	HM007SM10v1_psym1700004	pSymA	HM007SM10v1_psym1700006	pSymA	operon
FixK1	HM007SM10v1_psym1700004	pSymA	HM007SM10v1_psym1700007	pSymA	operon
FixK1	HM007SM10v1_psym1700004	pSymA	HM007SM10v1_psym1710026	pSymA	regulated
FixK1	HM007SM10v1_psym1700004	pSymA	HM007SM10v1_psym1710027	pSymA	regulated
FixK1	HM007SM10v1_1480013	pSymA	HM007SM10v1_1400010	pSymA	regulated
FixK1	HM007SM10v1_1480013	pSymA	HM007SM10v1_1480014	pSymA	regulated
FixK1	HM007SM10v1_1480013	pSymA	HM007SM10v1_2120002	Chrs	regulated
FixK1	HM007SM10v1_1480013	pSymA	HM007SM10v1_540016	Chrs	regulated
FixK1	HM007SM10v1_1480013	pSymA	HM007SM10v1_540017	Chrs	regulated
FixK1	HM007SM10v1_1480013	pSymA	HM007SM10v1_850088	Chrs	regulated
