contig_46	Chrs
contig_47	Chrs
contig_44	Chrs
contig_45	UnMapped
contig_42	pSymB
contig_43	Chrs
contig_40	Chrs
contig_41	Chrs
contig_48	Chrs
contig_49	Chrs
contig_298	Chrs
contig_350	UnMapped
contig_9	Chrs
contig_8	UnMapped
contig_72	Chrs
contig_1	Chrs
contig_3	pSymB
contig_2	UnMapped
contig_5	Chrs
contig_4	Chrs
contig_7	pSymB
contig_6	pSymA
contig_182	Chrs
contig_183	pSymA
contig_180	pSymB
contig_181	UnMapped
contig_186	Chrs
contig_187	Chrs
contig_184	Chrs
contig_185	pRmeGR4a
contig_296	pSymB
contig_188	Chrs
contig_189	pSymB
contig_297	Chrs
contig_348	UnMapped
contig_75	UnMapped
contig_344	Chrs
contig_345	UnMapped
contig_346	pSymA
contig_347	UnMapped
contig_340	UnMapped
contig_341	Chrs
contig_342	Chrs
contig_343	pSymA
contig_119	Chrs
contig_118	pSymA
contig_111	Chrs
contig_110	UnMapped
contig_113	UnMapped
contig_112	Chrs
contig_115	pSymA
contig_114	Chrs
contig_117	UnMapped
contig_116	pSymB
contig_234	pSymB
contig_235	Chrs
contig_236	Chrs
contig_237	Chrs
contig_230	pSymB
contig_231	pSymB
contig_232	pSymB
contig_233	Chrs
contig_238	pSymB
contig_239	Chrs
contig_39	Chrs
contig_38	Chrs
contig_37	Chrs
contig_36	Chrs
contig_35	Chrs
contig_34	Chrs
contig_33	Chrs
contig_32	Chrs
contig_31	Chrs
contig_30	Chrs
contig_308	pSymB
contig_309	Chrs
contig_300	Chrs
contig_301	Chrs
contig_302	Chrs
contig_303	UnMapped
contig_304	Chrs
contig_305	Chrs
contig_306	pSymB
contig_307	UnMapped
contig_82	Chrs
contig_83	UnMapped
contig_80	Chrs
contig_81	Chrs
contig_86	pSymA
contig_87	Chrs
contig_84	Chrs
contig_85	Chrs
contig_88	pSymB
contig_89	pSymB
contig_391	UnMapped
contig_390	UnMapped
contig_155	Chrs
contig_154	Chrs
contig_157	pSymA
contig_156	Chrs
contig_151	pSymB
contig_150	UnMapped
contig_153	pSymB
contig_152	pSymB
contig_159	UnMapped
contig_158	Chrs
contig_63	Chrs
contig_270	UnMapped
contig_271	UnMapped
contig_272	pSymB
contig_273	pSymB
contig_274	pSymA
contig_275	Chrs
contig_276	Chrs
contig_277	pSymB
contig_278	Chrs
contig_279	UnMapped
contig_328	Chrs
contig_191	Chrs
contig_190	Chrs
contig_193	Chrs
contig_192	Chrs
contig_195	pSymB
contig_194	Chrs
contig_197	Chrs
contig_196	Chrs
contig_199	Chrs
contig_198	Chrs
contig_353	Chrs
contig_352	Chrs
contig_351	Chrs
contig_78	UnMapped
contig_357	Chrs
contig_356	Chrs
contig_355	Chrs
contig_354	Chrs
contig_73	UnMapped
contig_293	pSymB
contig_359	Chrs
contig_358	Chrs
contig_77	Chrs
contig_76	Chrs
contig_294	pSymB
contig_74	pSymB
contig_128	pSymA
contig_129	Chrs
contig_124	UnMapped
contig_125	pSymB
contig_126	UnMapped
contig_127	UnMapped
contig_120	UnMapped
contig_121	UnMapped
contig_122	pSymA
contig_123	pSymA
contig_91	pSymA
contig_90	pSymB
contig_337	pSymB
contig_336	Chrs
contig_95	Chrs
