contig_0223	Chrs
contig_0216	pSymA
contig_0268	pSymA
contig_0269	pSymB
contig_0159	pSymB
contig_0001	Chrs
contig_0002	Chrs
contig_0003	Chrs
contig_0004	UnMapped
contig_0005	UnMapped
contig_0006	UnMapped
contig_0007	UnMapped
contig_0008	UnMapped
contig_0009	pSymA
contig_0244	UnMapped
contig_0245	pSymB
contig_0242	Chrs
contig_0243	pSymA
contig_0240	UnMapped
contig_0241	pSymA
contig_0088	UnMapped
contig_0126	Chrs
contig_0125	UnMapped
contig_0124	Chrs
contig_0123	Chrs
contig_0122	pSymA
contig_0121	Chrs
contig_0120	Chrs
contig_0080	pSymB
contig_0081	pSymB
contig_0082	pSymB
contig_0083	Chrs
contig_0084	Chrs
contig_0085	Chrs
contig_0129	Chrs
contig_0128	UnMapped
contig_0239	pSymB
contig_0035	Chrs
contig_0034	Chrs
contig_0037	UnMapped
contig_0036	UnMapped
contig_0031	Chrs
contig_0030	pSymB
contig_0033	Chrs
contig_0032	Chrs
contig_0039	pSymB
contig_0038	UnMapped
contig_0199	UnMapped
contig_0134	UnMapped
contig_0135	Chrs
contig_0136	pSymB
contig_0137	UnMapped
contig_0130	pSymB
contig_0131	pSymB
contig_0132	pSymB
contig_0133	pSymA
contig_0233	Chrs
contig_0232	pSymB
contig_0231	UnMapped
contig_0149	Chrs
contig_0138	UnMapped
contig_0236	Chrs
contig_0235	UnMapped
contig_0234	pSymA
contig_0181	UnMapped
contig_0180	UnMapped
contig_0028	UnMapped
contig_0029	pSymA
contig_0185	UnMapped
contig_0184	pSymA
contig_0187	Chrs
contig_0186	UnMapped
contig_0189	pSymB
contig_0023	pSymA
contig_0020	pSymB
contig_0200	pSymB
contig_0026	UnMapped
contig_0027	UnMapped
contig_0024	Chrs
contig_0025	Chrs
contig_0109	pSymB
contig_0108	Chrs
contig_0230	pSymB
contig_0247	UnMapped
contig_0101	UnMapped
contig_0100	pSymB
contig_0103	Chrs
contig_0102	pSymB
contig_0105	Chrs
contig_0104	Chrs
contig_0107	Chrs
contig_0106	Chrs
contig_0228	UnMapped
contig_0229	Chrs
contig_0190	pSymB
contig_0220	Chrs
