contig_0329	Chrs
contig_0328	pSymB
contig_0325	UnMapped
contig_0324	pSymA
contig_0327	pSymB
contig_0326	pSymA
contig_0321	Chrs
contig_0320	pSymB
contig_0323	pSymA
contig_0322	Chrs
contig_0181	Chrs
contig_0180	Chrs
contig_0183	Chrs
contig_0182	Chrs
contig_0185	UnMapped
contig_0184	Chrs
contig_0187	pSymB
contig_0186	pSymA
contig_0189	Chrs
contig_0023	Chrs
contig_0020	Chrs
contig_0021	Chrs
contig_0026	Chrs
contig_0027	Chrs
contig_0024	pSymA
contig_0025	Chrs
contig_0190	pSymB
contig_0058	pSymB
contig_0448	pSymA
contig_0449	UnMapped
contig_0297	pSymB
contig_0296	pSymB
contig_0291	pSymA
contig_0290	pSymB
contig_0293	Chrs
contig_0119	Chrs
contig_0116	pSymA
contig_0117	pSymA
contig_0442	Chrs
contig_0443	Chrs
contig_0299	pSymA
contig_0113	Chrs
contig_0446	pSymA
contig_0447	pSymA
contig_0518	pSymB
contig_0369	Chrs
contig_0368	Chrs
contig_0361	Chrs
contig_0360	UnMapped
contig_0363	Chrs
contig_0362	Chrs
contig_0365	UnMapped
contig_0364	pSymB
contig_0367	UnMapped
contig_0366	UnMapped
contig_0202	Chrs
contig_0203	Chrs
contig_0200	Chrs
contig_0168	UnMapped
contig_0206	pSymB
contig_0207	Chrs
contig_0204	Chrs
contig_0205	UnMapped
contig_0163	pRmeGR4a
contig_0162	pSymB
contig_0208	Chrs
contig_0160	Chrs
contig_0167	Chrs
contig_0166	Chrs
contig_0165	Chrs
contig_0164	Chrs
contig_0355	pSymB
contig_0453	Chrs
contig_0219	Chrs
contig_0218	pSymB
contig_0066	UnMapped
contig_0067	pSymB
contig_0064	Chrs
contig_0065	Chrs
contig_0062	Chrs
contig_0063	Chrs
contig_0060	pSymA
contig_0061	pSymB
contig_0358	UnMapped
contig_0391	pSymB
contig_0068	pRmeGR4a
contig_0069	Chrs
contig_0013	Chrs
contig_0405	UnMapped
contig_0406	pSymA
contig_0407	Chrs
contig_0400	Chrs
contig_0016	Chrs
contig_0402	Chrs
contig_0403	Chrs
contig_0260	Chrs
contig_0019	Chrs
contig_0018	Chrs
contig_0408	pSymB
contig_0409	pSymB
contig_0261	pSymB
contig_0499	UnMapped
contig_0498	Chrs
contig_0497	Chrs
contig_0496	Chrs
contig_0495	UnMapped
contig_0494	UnMapped
contig_0493	UnMapped
contig_0492	Chrs
contig_0491	Chrs
contig_0490	Chrs
contig_0141	pSymB
contig_0269	Chrs
contig_0248	Chrs
contig_0249	Chrs
contig_0246	pSymA
contig_0247	pRmeGR4a
contig_0244	pSymB
contig_0245	pSymA
contig_0242	Chrs
contig_0243	Chrs
contig_0240	pRmeGR4a
contig_0241	Chrs
contig_0127	UnMapped
contig_0089	Chrs
contig_0125	Chrs
contig_0124	Chrs
contig_0123	pSymA
contig_0122	Chrs
contig_0121	UnMapped
contig_0120	pSymA
contig_0080	Chrs
contig_0081	Chrs
contig_0082	pSymB
contig_0083	pSymB
contig_0084	pSymB
contig_0085	UnMapped
contig_0086	pSymA
contig_0128	Chrs
contig_0292	pSymB
contig_0281	pSymB
contig_0332	pSymA
contig_0333	UnMapped
contig_0239	pSymB
contig_0238	Chrs
contig_0336	pSymB
contig_0337	Chrs
contig_0334	pSymA
contig_0335	UnMapped
contig_0233	Chrs
contig_0232	Chrs
contig_0338	Chrs
contig_0339	UnMapped
contig_0237	Chrs
contig_0236	UnMapped
contig_0235	Chrs
contig_0234	pSymB
contig_0196	Chrs
contig_0197	Chrs
contig_0194	Chrs
contig_0195	pSymA
contig_0192	pSymB
contig_0193	Chrs
contig_0059	Chrs
contig_0191	Chrs
contig_0057	Chrs
