contig_46	pSymB
contig_47	Chrs
contig_44	UnMapped
contig_45	Chrs
contig_42	pSymB
contig_43	Chrs
contig_40	Chrs
contig_41	Chrs
contig_48	UnMapped
contig_49	pSymA
contig_79	Chrs
contig_299	Chrs
contig_9	Chrs
contig_8	Chrs
contig_293	Chrs
contig_1	Chrs
contig_3	Chrs
contig_2	pSymB
contig_5	Chrs
contig_290	pSymA
contig_7	Chrs
contig_6	Chrs
contig_182	pSymB
contig_183	UnMapped
contig_180	UnMapped
contig_291	Chrs
contig_186	Chrs
contig_187	Chrs
contig_184	Chrs
contig_185	Chrs
contig_296	Chrs
contig_188	Chrs
contig_189	Chrs
contig_76	Chrs
contig_348	Chrs
contig_349	Chrs
contig_344	Chrs
contig_345	pSymB
contig_346	Chrs
contig_347	pSymB
contig_340	Chrs
contig_341	Chrs
contig_342	Chrs
contig_343	pSymA
contig_119	pSymB
contig_118	Chrs
contig_111	Chrs
contig_110	pSymB
contig_113	Chrs
contig_112	Chrs
contig_115	Chrs
contig_114	pSymA
contig_117	Chrs
contig_116	Chrs
contig_234	Chrs
contig_235	Chrs
contig_236	pSymA
contig_237	pSymB
contig_230	Chrs
contig_231	Chrs
contig_232	Chrs
contig_233	Chrs
contig_238	pSymB
contig_239	Chrs
contig_39	pSymB
contig_38	pSymB
contig_37	Chrs
contig_36	Chrs
contig_35	Chrs
contig_34	pSymB
contig_33	UnMapped
contig_32	pSymA
contig_31	Chrs
contig_30	Chrs
contig_308	UnMapped
contig_309	pSymA
contig_300	Chrs
contig_301	pRmeGR4b
contig_302	UnMapped
contig_303	Chrs
contig_304	Chrs
contig_305	Chrs
contig_306	pSymA
contig_307	UnMapped
contig_82	Chrs
contig_83	Chrs
contig_80	Chrs
contig_81	Chrs
contig_86	pSymA
contig_87	pSymA
contig_84	pSymB
contig_85	Chrs
contig_88	Chrs
contig_89	Chrs
contig_258	UnMapped
contig_390	UnMapped
contig_155	Chrs
contig_154	Chrs
contig_157	pSymA
contig_156	Chrs
contig_151	Chrs
contig_150	Chrs
contig_153	Chrs
contig_152	Chrs
contig_398	Chrs
contig_159	Chrs
contig_158	pSymB
contig_407	UnMapped
contig_406	UnMapped
contig_405	Chrs
contig_404	Chrs
contig_403	Chrs
contig_402	Chrs
contig_401	pSymA
contig_400	UnMapped
contig_409	pSymB
contig_408	pSymB
contig_63	pSymA
contig_270	Chrs
contig_271	UnMapped
contig_272	Chrs
contig_273	UnMapped
contig_274	Chrs
contig_275	Chrs
contig_276	pSymB
contig_277	Chrs
contig_278	Chrs
contig_279	Chrs
contig_4	Chrs
contig_181	Chrs
contig_191	Chrs
contig_190	pSymB
contig_193	pSymB
contig_192	Chrs
contig_195	UnMapped
contig_194	pSymA
contig_197	pSymA
contig_196	Chrs
contig_199	pSymB
contig_198	UnMapped
contig_353	UnMapped
contig_352	Chrs
contig_351	pSymB
contig_350	Chrs
contig_357	pSymA
contig_356	pSymA
contig_355	UnMapped
contig_354	UnMapped
contig_292	Chrs
contig_72	Chrs
contig_359	pSymA
contig_70	Chrs
contig_77	Chrs
contig_297	Chrs
contig_294	pSymB
contig_74	Chrs
contig_128	Chrs
contig_129	UnMapped
contig_124	Chrs
contig_125	pSymB
contig_126	UnMapped
contig_127	pSymB
contig_120	Chrs
contig_121	Chrs
contig_122	pSymA
contig_123	pSymA
contig_91	pSymA
contig_90	Chrs
contig_337	Chrs
contig_92	Chrs
contig_95	Chrs
contig_330	Chrs
contig_97	Chrs
